epoch,training loss,validation loss
0,0.039838387579948176,0.08880987338488922
1,0.03767008672730299,0.08881001675035805
2,0.03767207729833899,0.08881131774978712
3,0.03767307936504949,0.08881077851401642
4,0.03767935945506906,0.0888199025648646
5,0.03768042181036435,0.0888119432493113
6,0.03768972685065819,0.08881082199513912
7,0.03769586806447478,0.0888097026036121
8,0.03770044491102453,0.08881187974475324
9,0.0377040763196419,0.08881171443499625
10,0.037705218281189445,0.08881161647150293
11,0.03770407055708347,0.08881181984907016
12,0.03770244678889867,0.0888117429567501
13,0.03770075681677554,0.08881088858470321
14,0.03769853049743688,0.08880979171954095
15,0.0376967593037989,0.08880992734339088
16,0.0376954387393198,0.088810651213862
17,0.037693518126616254,0.08881105342879891
18,0.03769145671685692,0.08881087898043916
19,0.03769021781045012,0.08881044591544196
