epoch,training loss,validation loss
0,0.02186648350652831,0.012094905730918981
1,0.00756345077570586,0.01110098648496205
2,0.007477711520550656,0.010904102258791681
3,0.007463832294888562,0.010821105577633716
4,0.0074598398387024645,0.010787246181280352
5,0.0074585083457350265,0.01072100274177501
6,0.007450778044585604,0.01071284816134721
7,0.007441359943186399,0.010730354537372477
8,0.00743556007364532,0.010776140727102757
9,0.0074477266480244,0.011017374890798237
10,0.007432414280629018,0.011134104599477723
11,0.007417073626129422,0.011205886607058346
12,0.007406963342873496,0.011258628372161184
13,0.007400678707199404,0.011288414942100644
14,0.007397503059110022,0.011370304964657407
15,0.00739931996940868,0.011512336546729784
16,0.007396129567496246,0.01154128248890629
17,0.007390065642539412,0.011479909531772137
18,0.00738339754025219,0.01134095976158278
19,0.007376895337074529,0.011213689416763373
