epoch,training loss,validation loss
0,0.10416629160499724,0.006472492135799257
1,0.053906867886325927,0.005502132800756954
2,0.0466829955985304,0.004738496794743696
3,0.039068781637979555,0.004212253250443609
4,0.03791175861078955,0.004183158285741229
5,0.03761207190109417,0.0041737542815099005
6,0.03735641526327527,0.00420373694760201
7,0.03716695222647104,0.004227657707815524
8,0.03699247448639653,0.004284812161131413
9,0.03688225502082787,0.004156213653914165
10,0.03678561132619507,0.004080048620380694
11,0.036711796343297465,0.004087679111762554
12,0.03663271334517049,0.004095206031706766
13,0.03657146224213648,0.004093581621418707
14,0.036511585170956096,0.004090055472261156
15,0.03646105941334099,0.0040837610304151895
16,0.03641948207223322,0.004069996530233766
17,0.03637162250197434,0.004053757336805575
18,0.03632308160740649,0.0040513467083656
19,0.036279074503909214,0.004067650694196345
