epoch,training loss,validation loss
0,0.6266713761724532,0.09011483599897474
1,0.6146699204109609,0.09215034235967323
2,0.6139804085250944,0.09072954452130944
3,0.6135005180258304,0.09060344676254317
4,0.6132443405222148,0.09071974910330027
5,0.6129067905712873,0.09098170686047524
6,0.6126997946994379,0.09118841198505834
7,0.6125266815070063,0.0914832633570768
8,0.6123825965914875,0.09255749417934567
9,0.6122485182713717,0.09214410342974588
10,0.612102979212068,0.0925564820645377
11,0.6119394063716754,0.09223626548191532
12,0.6117702963529155,0.09235665498999879
13,0.6115788546158001,0.09311822085874155
14,0.6113816744182259,0.09375442587770522
15,0.6111865938873962,0.09455348644405603
16,0.6109714610502124,0.0946826045983471
17,0.6108019863022491,0.09481613582465798
18,0.6105565703473985,0.095119163102936
19,0.6103836431866512,0.09493462322279811
